2068155		0.346715	-0.022908	-0.135334
2068156		0.359573	-0.026877	-0.162199
2068157		0.353969	-0.021029	-0.156003
2068158		0.342613	-0.01902	-0.17829
2068159		0.354052	-0.02798	-0.190915
2068160		0.353683	-0.017939	-0.215192
2068161		0.353603	-0.017743	-0.202449
2068162		0.346359	-0.028489	-0.209887
2068163		0.361274	-0.022045	-0.205628
2068164		0.353728	-0.019883	-0.19978
2068165		0.360756	-0.02591	-0.28608
2068166		0.353317	-0.016123	-0.257804
2068167		0.355128	-0.017779	-0.279682
2068168		0.353542	-0.022389	-0.233628
2068169		0.355305	-0.025815	-0.214696
2068170		0.349589	-0.022332	-0.19604
2068171		0.349784	-0.018087	-0.18757
2068172		0.349753	-0.018021	-0.178106
2068173		0.355403	-0.014591	-0.186911
2068174		0.351635	-0.030078	-0.184308
2068175		0.346044	-0.017002	-0.109357
2068176		0.34421	-0.029377	-0.125528
2068177		0.325371	-0.017718	-0.116435
2068178		0.347734	-0.02502	-0.14318
2068179		0.344105	-0.023338	-0.175244
2068180		0.345729	-0.024552	-0.174398
2068181		0.357176	-0.033276	-0.165182
2068182		0.351431	-0.016776	-0.174134
2068183		0.345718	-0.027	-0.19014
2068184		0.343539	-0.017771	-0.230091
2068185		0.356757	-0.028242	-0.242633
2068186		0.341899	-0.022879	-0.218357
2068187		0.349225	-0.01012	-0.223691
2068188		0.347748	-0.023753	-0.196811
2068189		0.345599	-0.011997	-0.193094
2068190		0.347835	-0.019243	-0.172202
2068191		0.338451	-0.037865	-0.169982
2068192		0.345834	-0.011612	-0.174986
2068193		0.358868	-0.017389	-0.189598
2068194		0.34423	-0.011705	-0.134739
2068195		0.334793	-0.025966	-0.101328
2068196		0.340667	-0.017961	-0.101439
2068197		0.353601	-0.015831	-0.128836
2068198		0.362794	-0.019633	-0.180725
2068199		0.351386	-0.015253	-0.193255
2068200		0.355146	-0.006831	-0.205637
2068201		0.366587	-0.008855	-0.220901
2068202		0.351563	-0.008837	-0.215465
2068203		0.364753	-0.00573	-0.221192
2068204		0.36112	-0.018553	-0.221682
2068205		0.344067	-0.022709	-0.291002
2068206		0.351624	-0.027049	-0.265911
2068207		0.36276	-0.024735	-0.283246
2068208		0.346261	-0.020804	-0.256909
2068209		0.355541	-0.023762	-0.23095
2068210		0.357378	-0.01611	-0.218238
2068211		0.36712	-0.019135	-0.218576
2068212		0.350207	-0.012838	-0.227863
2068213		0.35409	-0.019731	-0.237646
2068214		0.359951	-0.026977	-0.20973
2068215		0.356401	-0.024308	-0.182258
2068216		0.367559	-0.017681	-0.20262
2068217		0.354426	-0.022947	-0.187804
2068218		0.36384	-0.026191	-0.224416
2068219		0.351018	-0.037838	-0.244535
2068220		0.35457	-0.018387	-0.255957
2068221		0.352764	-0.028025	-0.240692
2068222		0.345228	-0.023682	-0.256423
2068223		0.354884	-0.026622	-0.250277
2068224		0.347118	-0.018225	-0.284085
2068225		0.365954	-0.034624	-0.339942
2068226		0.364219	-0.028919	-0.34637
2068227		0.360271	-0.022042	-0.336235
2068228		0.355016	-0.041979	-0.281455
2068229		0.357069	-0.031753	-0.275156
2068230		0.368177	-0.029939	-0.274233
2068231		0.358695	-0.028992	-0.290047
2068232		0.370262	-0.02429	-0.299159
2068233		0.376176	-0.033612	-0.283898
2068234		0.366824	-0.019154	-0.268655
2068235		0.374449	-0.043078	-0.231469
2068236		0.366814	-0.034524	-0.259373
2068237		0.376359	-0.039949	-0.262418
2068238		0.374481	-0.025671	-0.308693
2068239		0.380216	-0.036476	-0.365347
2068240		0.389618	-0.028528	-0.349068
2068241		0.376492	-0.034364	-0.381161
2068242		0.384192	-0.01418	-0.380694
2068243		0.371352	-0.026037	-0.40401
2068244		0.376554	-0.013246	-0.453058
2068245		0.386144	-0.021381	-0.503192
