-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
-2.642153580000000113e-01 1.362543910000000025e-01 7.088406489999999893e-01 2.460114969999999956e-01 1.338779549999999929e-01 6.795633410000000429e-01 -2.505616399999999744e-01 -1.181157399999999968e-01 -6.707292780000000398e-01 2.586064069999999826e-01 -1.173049540000000029e-01 -6.989844910000000411e-01
